date,C01_BibioArenaMestas_trafico,C02_CentroPlaya_trafico,C03_CentroLlano_trafico,C04_LaviadaPoligono_trafico,C05_CotoViesques_trafico,C06_LlanoPumarin_trafico,C07_LlanoMontevil_trafico,C08_NuevoGijonBrana_trafico,C09_LaCalzada_trafico,C10_ContruecesGijonSurRoces_trafico,C11_NatahoyoMoredaTremañes_trafico,C12_Ceares_trafico
2023-01-13,3657.0,3610.0,3266.0,4333.5,3149.0,2291.0,3503.0,3156.5,3015.0,2411.0,3303.5,6017.0
2023-11-23,347.0,397.5,358.0,455.5,362.0,258.0,400.0,395.0,451.0,321.0,471.5,762.0
2022-03-12,2556.5,2659.0,2433.0,3273.0,2163.0,1439.0,2077.0,2108.0,2449.0,1816.5,1738.0,4234.0
2023-08-20,3088.0,2790.0,2824.0,2584.0,1505.0,1084.5,1665.0,1406.5,1672.5,1182.0,1371.0,3458.0
2020-02-24,3951.5,4333.5,3481.0,8214.5,3804.0,2123.5,2328.0,3015.0,2799.0,2280.5,2863.5,5639.0
2020-01-02,4270.0,4776.0,4334.0,7287.0,3611.0,2434.0,2644.0,3291.0,3062.0,2725.0,3076.5,6252.0
2021-06-14,3598.5,3545.5,2712.0,4211.0,3410.0,2120.0,2539.0,3057.5,3064.0,2475.0,2922.5,5878.5
2019-06-10,4686.0,4698.5,3063.0,5506.0,3882.0,2421.5,2528.0,3369.5,3031.0,2574.0,3024.5,6071.0
2020-04-27,1260.5,1235.0,1024.0,1840.0,1036.0,662.0,929.0,989.5,852.0,852.0,1229.5,2007.0
2022-12-25,1898.0,2481.5,2393.0,2707.5,1560.0,1268.0,2016.0,1605.0,1667.0,1197.5,1240.0,3299.0
2020-03-11,4871.5,4639.5,3549.0,6321.0,3862.0,2289.5,2446.0,3349.5,2952.0,2505.5,3109.0,6236.0
2023-02-24,4290.0,3657.5,3261.0,4504.0,3329.0,2418.0,3514.0,3063.5,3190.0,2449.0,3263.5,6298.0
2023-02-16,4449.0,3395.5,3132.0,4013.0,2917.0,2211.0,3379.0,3073.0,2889.0,2291.5,3090.5,5968.0
2019-02-10,2556.0,3030.5,2278.0,3376.5,1886.0,1290.0,1555.5,1663.5,1653.0,1564.0,1272.5,3565.0
2021-04-30,3669.5,3248.0,3099.0,4283.0,3636.0,2330.5,3251.0,3245.5,3243.0,2737.0,3092.5,6481.0
2020-01-09,4723.5,4631.5,4358.0,6904.0,4146.0,2464.5,2764.0,3458.0,2981.0,2907.5,3356.0,6924.0
2022-06-21,4064.0,3325.0,3294.0,4012.0,3095.0,2080.0,3175.0,2714.0,2895.0,2204.0,2840.0,5474.0
2023-11-10,3102.0,3653.5,3389.0,4399.0,3186.0,2358.5,3500.0,3243.5,3350.5,2628.0,3559.5,6132.0
2023-11-11,2311.0,2840.0,2761.0,2905.0,2068.0,1571.5,2581.0,2098.5,2467.0,1841.0,2106.5,4280.5
2022-12-19,4264.0,3250.5,3383.0,4105.5,3127.0,2260.0,3352.0,2934.5,2917.0,2328.0,3274.0,5813.0
2021-02-11,3437.5,3166.0,2804.0,3839.0,3313.0,1884.5,2394.0,2675.0,2714.0,2201.5,2615.0,5391.0
2019-06-27,5036.0,5174.0,3084.0,5808.5,3671.0,2316.5,2507.0,3238.0,2871.0,2547.5,3039.5,6163.0
2022-09-14,3961.0,3293.0,3177.0,3855.0,2998.0,2149.5,2995.0,2563.5,2715.0,2525.5,3123.0,5772.0
2023-03-20,3986.0,3407.0,2933.0,3998.5,2674.0,1953.0,3209.0,2937.5,2668.0,2148.5,2974.5,5678.0
2021-05-09,2060.0,2212.0,1614.0,2123.0,1624.0,1072.5,1545.0,1329.0,1777.0,1314.5,1266.0,2933.0
2021-11-01,2123.5,2333.0,2175.0,2779.0,1714.0,1714.0,1750.0,1715.5,2132.0,1522.5,1455.0,3480.5
2020-11-17,3518.0,2988.0,2016.0,3394.0,3013.0,1402.5,2421.0,2592.0,2428.0,2073.0,2426.0,4973.0
2022-11-16,4129.0,3244.5,3263.0,4112.5,3080.0,2070.5,3244.0,2834.5,2776.0,2266.5,2970.0,5630.0
2023-10-02,3725.0,2786.5,3113.0,3465.0,2978.0,1917.5,3238.0,2983.5,3088.0,2386.0,2958.5,5610.0
2020-04-26,391.5,373.5,394.0,406.0,350.0,213.5,292.0,254.5,262.0,262.0,310.0,569.0
2019-08-22,4300.0,5217.5,3474.0,5819.5,3212.0,2183.5,2422.0,2808.0,2788.0,2386.0,2941.5,5642.0
2023-10-06,3390.0,3247.0,3684.0,3881.0,2921.0,2211.0,3494.0,3195.0,3125.5,2516.0,3222.0,5892.5
2021-05-18,3967.0,3379.0,2922.0,4085.0,3584.0,2174.0,2951.0,2930.5,3143.0,2394.0,2988.5,5828.5
2023-02-05,2062.0,2208.0,2015.0,2494.5,1281.0,1113.0,1814.0,1435.0,1715.0,1126.0,1282.0,3216.0
2023-05-21,2017.0,2319.0,2256.0,2407.0,1631.0,1113.5,1927.0,1407.5,1792.5,1009.5,1510.0,3524.0
2022-01-06,1958.0,2415.0,1932.0,2559.0,1848.0,1408.0,1794.0,1673.0,1785.0,1436.5,1237.5,3587.5
2020-11-30,3477.0,3156.5,2300.0,3670.0,3046.0,1518.0,2406.0,2664.5,2588.0,2212.5,2567.5,5162.0
2021-09-03,3772.0,3676.0,3354.0,4325.0,2843.0,2032.0,2568.0,2888.0,3347.0,1807.5,2647.5,5811.0
2020-08-18,3579.0,3635.0,2979.0,4325.5,2954.0,1964.0,2162.0,2568.0,2514.0,2072.5,2766.5,5365.0
2019-07-08,4325.0,4834.5,3184.0,5309.0,3641.0,2289.0,2434.0,3244.0,2788.0,2464.0,3125.5,6152.0
2021-01-24,1736.0,1639.0,1071.0,1472.0,1451.0,692.0,1067.5,1013.0,1134.0,1014.0,869.0,1986.0
2022-01-27,3403.0,3192.0,2880.0,3997.0,3414.0,2049.0,2776.0,3113.5,3110.0,2572.0,2755.5,5710.5
2022-03-24,3527.5,3250.0,3352.0,4113.0,3130.0,2089.0,2815.0,3063.0,3150.0,2311.5,2681.5,5892.5
2022-08-02,3502.0,3693.5,3081.0,4245.0,2301.0,1990.0,2968.0,2398.0,2878.0,1936.5,3033.5,5478.0
2019-12-05,5317.0,4931.0,4546.0,9879.5,4289.0,2680.5,2808.5,3595.5,3324.0,2867.5,3598.5,7080.0
2022-10-30,2457.0,2686.5,2348.0,2706.5,1585.0,1241.0,2107.0,1364.0,1817.0,1370.0,1510.5,3669.0
2020-05-06,1461.0,1486.0,1063.0,1810.5,1331.0,862.5,1086.0,1258.0,1245.0,983.5,1323.5,2334.0
2020-12-26,2684.0,3001.0,2104.0,3035.0,2142.0,1280.0,1779.0,1867.0,2251.049438492093,1945.0,1566.0,3607.0
2023-10-19,3110.0,3382.0,3286.0,3722.5,3165.0,2028.0,3154.0,2869.0,2974.0,2430.0,3174.5,5493.5
2022-12-05,3139.0,3304.5,3161.0,4116.0,2657.0,2036.0,2990.0,2667.0,2738.0,2198.0,2551.0,5173.0
2022-06-13,3490.0,3177.5,3215.0,3956.5,3347.0,2030.5,3121.0,2748.0,2850.0,2169.0,2953.5,5758.0
2019-02-18,4544.0,4729.5,3268.0,4788.5,3955.0,2267.5,2478.0,3454.5,3066.0,2596.0,3098.0,6210.0
2022-06-11,2579.0,2774.5,3100.0,3163.5,2036.0,1520.5,2441.0,1918.5,2291.0,2111.0,1698.5,3988.0
2020-11-29,1751.0,1865.0,1032.0,1521.0,1404.0,676.5,1137.0,1001.5,1216.0,1031.0,963.0,2107.0
2019-02-08,4936.0,5183.5,3315.0,5353.5,4027.0,2380.0,2672.5,3387.5,3030.0,2569.5,3176.5,6403.0
2021-05-08,3283.5,3177.0,2258.0,3079.0,2503.0,1429.0,2176.0,2029.0,2676.0,2068.0,1874.5,4286.5
2019-04-12,5128.0,5495.0,3575.0,6628.5,3953.0,2668.5,2807.0,3646.0,3195.0,2847.5,3389.5,7058.0
2020-08-14,3937.0,3880.0,3226.0,4642.5,2893.0,2112.0,2253.5,2688.5,2743.0,2317.5,2730.5,5485.0
2022-10-13,3884.0,3114.5,2973.0,3601.5,2922.0,1997.0,3178.0,2559.5,2580.0,2237.0,3024.0,5561.0
2019-07-03,4150.0,4917.5,3262.0,5851.0,3595.0,2316.5,2405.5,3149.0,2815.0,2382.0,3097.0,6154.0
2023-05-01,2582.0,2810.0,2194.0,2700.0,1189.0,1129.0,1752.0,1661.0,1689.5,1104.5,1460.5,3571.0
2022-09-07,3544.0,3436.0,3278.0,3817.0,2660.0,2109.0,3152.0,2492.5,2803.0,2600.5,2985.0,5539.0
2021-03-24,3617.0,3298.0,2891.0,3943.0,3111.0,1912.0,2406.5,2839.0,2816.0,2267.5,2820.0,5463.0
2022-01-20,3753.5,3052.0,2792.0,3885.0,3234.0,2103.0,2802.0,2885.5,3284.0,2473.0,2620.0,5388.0
2021-04-26,3745.0,2803.0,2755.0,3693.0,3623.0,2097.0,2947.0,2970.5,2995.0,2563.5,2958.0,5934.0
2022-12-17,2885.0,3074.5,3225.0,3673.5,2117.0,1800.5,2737.0,2333.0,2465.0,1948.0,2254.0,4411.0
2021-10-10,2385.5,2748.0,2517.0,2865.0,1473.0,1121.5,1633.0,1509.0,603.0,1473.5,845.0,3314.0
2022-04-27,4214.5,3123.0,3392.0,4080.5,3391.0,2178.0,2917.0,3087.0,3151.0,2293.0,2474.5,5919.0
2023-08-28,3430.0,2806.5,3336.0,3569.0,2610.0,1909.5,2844.0,2524.5,1443.5,2033.0,2993.5,5514.5
2021-12-20,3306.5,3305.0,2637.0,4402.0,3455.0,2135.0,2504.0,3097.0,3459.0,2564.5,2883.5,5880.5
2023-12-24,1870.0,2750.5,2664.0,3023.0,2158.0,1701.5,2376.0,1896.5,2027.0,1859.0,1606.5,3992.0
2021-01-11,3803.0,3344.0,2443.0,4120.0,3676.0,1944.0,2491.5,2855.0,2902.0,2485.5,2808.0,5777.0
2019-04-05,4759.0,5102.5,3625.0,6365.5,3709.0,2648.0,2830.5,3570.5,3167.0,2693.5,3196.5,6982.0
2020-01-03,4139.5,4815.0,4256.0,8827.0,3629.0,2487.5,2630.5,3339.0,2968.0,2937.0,2940.5,6247.0
2021-03-28,2474.0,2601.0,1606.0,2237.0,1490.0,978.5,1510.0,1340.0,1915.0,1177.5,1405.5,2637.0
2021-02-02,3482.5,3089.0,2706.0,3884.0,3325.0,1783.0,2301.0,2592.0,2679.0,2156.5,2601.0,5362.0
2022-10-23,2220.0,2455.0,2122.0,2533.0,1535.0,1160.5,2013.0,1403.0,1704.0,1045.5,1371.0,3158.0
2022-07-04,3445.0,3425.5,3118.0,4014.5,2890.0,1941.5,3053.5,2410.0,2670.0,2006.0,2905.5,5420.0
2023-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-14,3769.0,3262.0,2926.0,3881.0,3594.0,1928.5,2521.5,2808.5,2883.0,2350.5,2880.5,5387.0
2021-04-02,2215.0,2476.0,1600.0,2145.0,1688.0,998.0,1486.0,1384.5,1948.0,1267.0,1069.5,2914.0
2021-04-14,4011.0,3575.0,3033.0,4291.0,3252.0,2035.0,2716.0,2848.0,3071.0,2384.5,2967.5,5482.0
2021-01-07,3087.0,3277.0,2426.0,4136.0,2952.0,1898.0,2389.5,2760.0,2835.0,2608.0,2699.0,5392.0
2023-12-25,1276.0,2514.0,2230.0,2615.5,1545.0,1250.5,1679.0,1558.0,1674.5,1304.0,1317.0,3165.0
2020-08-21,3842.0,3839.0,2992.0,4474.0,2941.0,2098.0,2271.5,2671.0,2589.0,2259.5,2810.0,5580.0
2022-04-30,2994.0,3032.0,3333.0,3412.5,2491.0,1564.0,2498.0,2354.5,2438.0,2124.0,1676.0,4477.0
2023-11-18,2522.0,2854.5,2857.0,3054.5,2030.0,1472.0,2422.0,2212.0,2490.5,1857.0,1936.5,4165.5
2021-08-01,2895.5,3015.0,1915.0,2851.0,1575.0,1156.0,1636.0,1541.5,1999.0,1309.5,1458.5,3397.5
2023-03-24,4125.0,3981.5,3472.0,4321.0,2826.0,2279.0,3491.0,3050.0,2897.5,2359.0,3472.5,5961.0
2020-02-19,4804.5,4606.5,3703.0,6471.0,4138.0,2362.0,2611.0,3426.5,3078.0,2571.5,3280.5,6527.0
2019-01-29,4531.0,4677.0,3293.0,5144.0,3845.0,2265.5,2616.0,3266.5,2983.0,2524.0,2994.5,6069.0
2021-12-19,2484.0,2472.0,2075.0,2858.0,1638.0,1175.0,1570.0,1614.5,2354.0,1353.5,1383.0,3577.5
2023-08-24,3702.0,3167.0,3800.0,3553.0,2674.0,1743.0,2788.0,2551.5,2855.5,1794.0,2765.0,5281.5
2023-06-07,3926.0,3439.5,3155.0,3902.5,3403.0,1964.5,3283.0,2868.0,2885.5,2408.5,2958.5,6010.0
2021-08-17,3647.5,3900.0,3025.0,4425.0,2997.0,2051.0,2336.0,2680.5,3259.0,2265.0,2674.0,5703.0
2021-02-19,3661.0,3519.0,3004.0,4161.0,3821.0,2044.5,2489.5,2828.5,2864.0,2332.5,2424.5,5726.0
2021-10-30,2507.0,2782.5,2601.0,3299.0,2036.0,1553.5,1940.0,2074.0,2584.0,1935.0,1770.5,4077.5
2023-03-27,4220.0,3449.0,2820.0,3983.0,2897.0,1738.5,3216.0,2894.0,2679.5,2069.0,3248.0,5639.0
2019-11-20,4957.0,4305.5,3853.0,10332.0,4129.0,2503.5,2673.5,3063.0,3105.0,2662.0,3164.0,6321.0
2023-11-14,2668.0,2988.5,3162.0,3574.5,2857.0,1984.5,3129.0,2915.5,3113.0,2379.0,3168.0,5689.0
2022-04-21,4056.5,3378.0,3543.5,4188.0,3453.0,2099.0,3242.0,2976.0,3165.0,2386.0,2436.5,5759.5
2019-09-11,4551.0,4802.0,3646.0,5570.0,3351.0,2534.0,2534.5,3215.5,2981.0,2692.5,3218.5,6977.0
2020-09-26,2623.0,2745.5,2283.0,3012.5,2163.0,1521.5,1764.5,2021.5,2133.0,1781.5,1689.0,4209.0
2019-11-06,4912.0,4538.0,3593.0,10089.5,4162.0,2596.5,2661.0,3199.5,3080.0,2603.5,3206.0,6447.0
2022-12-30,3407.0,3963.0,3772.0,4576.0,3044.0,2525.5,3537.0,3112.5,3061.0,2271.5,2918.5,5999.0
2019-09-03,4645.0,5043.0,3354.0,5649.0,3095.0,2253.0,2451.0,2972.0,2819.0,2502.5,3069.5,6282.0
2020-01-21,4219.5,4472.5,3925.0,6832.5,3523.0,2269.0,2457.0,3071.5,2839.0,2620.5,2920.0,5987.0
2020-03-05,4675.0,4452.5,3688.0,6745.5,4115.0,2483.0,2619.5,3402.0,3032.0,2600.5,3161.0,6709.0
2019-03-23,3896.0,4525.0,3072.0,4606.0,2694.0,1719.5,1999.5,2422.5,2416.0,2055.5,2089.0,4907.0
2020-06-01,2897.5,3033.0,2306.0,3677.5,2908.0,1856.0,1967.0,2458.5,2304.0,1844.0,2456.5,4679.0
2020-09-07,3633.0,3289.5,2723.0,3881.0,2862.0,1949.0,2050.0,2666.0,2677.0,1970.0,2505.5,5282.0
2023-09-28,3585.0,2954.0,3426.0,1813.0,2741.0,2037.5,3307.0,1421.5,1193.5,1168.0,2994.0,5576.5
2021-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03,3164.0,3272.0,2871.0,4053.0,2929.0,2056.5,3182.0,2703.0,3043.5,2311.0,3177.0,5431.0
2020-01-11,3591.5,3727.0,3457.0,4692.5,2515.0,1730.0,2018.0,2577.5,2557.0,2361.5,1971.0,4743.0
2023-11-20,2555.0,3043.5,3060.0,3330.0,3038.0,1972.5,3147.0,2943.0,3199.5,2418.0,3206.5,5879.5
2023-11-04,2018.0,2614.5,2533.0,2956.5,1949.0,1475.5,2374.0,1966.0,2159.0,1878.0,1815.5,3845.5
2019-08-28,4378.0,4767.5,3395.0,5551.5,3289.0,2293.5,2310.0,2883.5,2754.0,2358.0,3018.0,6365.0
2021-01-28,3465.5,3226.0,2614.0,3774.0,3403.0,1895.5,2314.0,2735.0,2767.0,2231.0,2688.0,5350.0
2019-07-18,4520.0,5239.0,3233.0,6231.0,3452.0,2245.5,2413.5,3136.5,2782.0,2423.5,3087.0,6173.0
2023-09-21,3297.0,2722.5,3433.0,3652.0,3087.0,2156.0,3223.0,2728.5,2951.5,1771.0,3019.0,5686.0
2022-12-26,2479.0,2570.0,2328.0,2880.5,1386.0,1328.5,2036.0,1695.0,1725.0,1369.5,1538.5,3235.0
2019-08-14,4537.0,5540.5,3680.0,6201.0,3377.0,2498.0,2493.0,3006.0,2951.0,2378.5,3084.5,5969.0
2023-05-18,4119.0,3448.0,3117.0,4037.5,2947.0,1899.0,3216.0,2909.5,3266.0,2403.5,2941.5,5932.0
2022-02-08,4187.0,3101.5,2807.0,4061.0,3266.0,2036.0,2557.0,2940.5,3087.0,2354.0,1758.5,5656.0
2019-01-26,3461.0,3837.0,2927.0,4183.5,2557.0,1860.5,2108.0,2544.0,2429.0,2183.5,1900.5,4727.0
2019-05-23,4980.0,4768.5,3254.0,5869.0,3789.0,2358.5,2550.0,3344.0,3085.0,2452.0,3133.0,6330.0
2022-06-12,2043.0,2382.5,2197.0,2653.5,1706.0,1111.5,1990.5,1506.5,1818.0,1101.0,1251.0,3215.0
2019-05-29,4710.0,4746.5,3266.0,5819.0,3541.0,2349.5,2565.5,3381.0,2929.0,2582.5,3208.0,6226.0
2020-12-19,2615.0,2798.0,2226.0,3107.0,2234.0,1311.5,1922.0,2116.5,2403.3813360605573,2162.5,1694.0,3981.0
2020-01-23,4219.5,4472.5,3925.0,6832.5,3523.0,2269.0,2457.0,3071.5,2839.0,2620.5,2920.0,5987.0
2019-01-19,3118.0,3849.5,2956.0,4109.5,2759.0,1741.5,2216.0,2395.5,2417.0,2279.0,1779.0,4596.0
2020-04-14,1176.5,1156.5,959.0,1701.0,1095.0,621.5,902.0,970.5,783.0,783.0,1121.5,1837.0
2020-08-12,3288.0,3451.5,3135.0,4239.0,2955.0,2174.5,2149.5,2537.0,2535.0,2249.0,2518.5,5434.0
2023-02-06,4176.0,3050.0,3023.0,3803.0,2983.0,2094.0,3292.0,2761.5,2789.0,2139.5,2962.0,5732.0
2023-09-08,2317.0,2216.5,2593.0,2425.0,1537.0,1065.5,1611.0,1485.0,1845.5,947.0,1457.0,3070.0
2022-05-29,2575.0,2807.5,2387.0,2655.0,1801.0,1206.5,2187.5,1595.5,1864.0,1548.0,1416.0,2875.5
2019-03-02,3609.0,4163.0,2883.0,4163.5,2493.0,1753.5,2000.5,2425.0,2395.0,2112.5,1934.5,4612.0
2023-11-01,1970.0,2295.5,2066.0,2307.5,1447.0,1134.0,1960.0,1450.0,1893.5,1264.0,1551.0,3071.0
2022-01-21,3428.5,3288.5,2915.0,4140.0,3232.0,2098.0,2860.0,2849.0,3088.0,2507.0,2690.5,5691.5
2022-08-21,2755.0,3350.0,2602.0,2897.5,1496.0,1147.5,2021.0,1438.0,1559.0,1232.5,1135.0,3674.0
2022-04-20,4156.0,3109.0,3074.0,4052.0,3464.0,2125.0,3245.0,3045.0,3122.0,2245.0,2691.0,5766.5
2022-08-07,3092.0,3139.0,2327.0,3138.0,1408.0,1260.0,1689.0,1574.0,1739.0,1446.0,1615.5,3776.0
2021-07-14,3486.5,3535.5,2901.0,4318.0,2805.0,2089.5,2317.0,3240.0,3124.0,2435.0,2714.0,5557.0
2022-03-19,2623.5,2899.0,2580.5,3312.0,2199.0,1497.5,2295.0,2161.5,2614.0,2028.5,1721.5,4195.0
2023-04-25,4303.0,3320.5,2910.0,3524.5,2892.0,1802.5,3287.0,2824.5,2748.0,2028.0,3405.5,5978.0
2022-07-02,2332.0,2875.5,2846.0,3019.0,1731.0,1420.0,2328.0,1773.0,2339.0,1990.0,1587.5,4376.0
2021-03-17,3760.0,3279.0,2912.0,3985.0,3341.0,2034.5,2606.0,2772.5,2807.0,2339.0,2957.0,5563.0
2019-04-03,4691.0,4787.0,3444.0,5763.0,3641.0,2433.0,2708.0,3473.5,3043.0,2567.0,3068.5,6306.0
2023-10-23,3096.0,3228.5,3060.0,3380.5,2851.0,1960.5,3177.0,2891.0,2999.0,2450.0,3343.5,5454.5
2023-11-30,2587.0,3206.0,2891.0,3876.5,2940.0,2120.0,3196.0,3075.5,3026.0,2507.0,3235.0,6188.5
2019-10-20,2859.0,3017.0,2699.0,6453.5,2109.0,1423.0,1658.5,1605.5,1702.0,1509.5,1566.0,3602.0
2020-10-23,4149.0,3625.0,3032.5,4366.0,3788.0,2175.5,2652.5,3154.5,3177.0,2736.0,3189.0,6272.0
2019-08-13,5360.0,5949.5,3679.0,6082.0,3533.0,2507.0,2455.0,2951.0,2776.0,2323.0,2955.5,6068.0
2020-02-20,4949.5,4838.5,3847.0,6917.0,4160.0,2460.5,2697.0,3364.0,3132.0,2614.0,3341.5,6699.0
2023-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-04,5001.0,4982.5,3870.0,17117.0,4269.0,2670.5,2795.0,3547.0,3154.0,2798.5,3125.0,7051.0
2021-07-29,3695.5,3677.5,2997.0,4307.0,2720.0,1990.5,2433.0,2784.5,2825.0,2270.5,2746.0,5631.5
2023-09-09,2333.0,2034.0,3014.0,2862.0,1502.0,1314.0,2084.0,1748.5,2109.5,1228.0,1459.0,3573.5
2020-08-30,2155.0,2616.0,2055.0,2549.5,1669.0,1071.0,1280.0,1317.5,1766.0,997.0,1139.5,2995.0
2023-12-16,2903.0,3001.0,3247.0,3482.0,2361.0,1618.0,2583.0,2192.0,2382.0,2039.0,1834.0,4552.5
2021-04-16,4126.5,3614.0,3131.0,4573.0,3717.0,2266.5,2885.0,3136.5,3161.0,2525.5,3029.5,6342.0
2022-09-27,4195.0,3100.5,3108.0,3988.0,3013.0,2087.0,2667.0,2652.0,2774.0,2224.0,3212.5,5572.0
2019-10-17,4948.0,4644.5,3714.0,13210.0,3854.0,2534.5,2624.5,3398.0,3094.0,2550.5,3153.5,6527.0
2020-03-17,2335.5,1709.5,1644.0,3728.0,1625.0,899.5,1203.0,1395.5,1522.0,1272.5,1457.0,2415.0
2019-08-23,4550.0,5282.0,3419.0,6026.5,2891.0,2097.5,2388.0,2891.0,2710.0,2311.0,2962.0,5871.0
2019-08-08,4759.0,5633.0,3836.0,5740.0,3707.0,2327.5,2469.0,2866.5,2776.0,2349.5,2999.5,6122.0
2019-02-02,3484.0,3793.0,2877.0,4012.0,2646.0,1824.0,2049.5,2328.0,2359.0,2296.5,1831.5,4667.0
2020-12-25,1676.0,2046.0,1242.0,1771.0,1374.0,877.5,1260.0,1203.0,1434.0277866171025,1048.5,901.5,2607.0
2022-06-15,4030.0,3770.0,3265.0,4083.5,3264.0,2126.5,3320.0,2790.5,3096.0,2375.0,3057.5,5763.0
2021-09-28,2963.5,2375.5,2111.0,3001.0,2630.0,1582.5,2057.0,2248.0,2678.0,1848.5,2048.0,4432.0
2021-04-05,3927.5,3366.0,2989.0,4148.0,2916.0,2077.5,2706.5,2904.0,3020.0,2514.5,2867.5,5581.0
2021-06-27,2617.5,2761.0,1983.0,2562.0,1568.0,1092.5,1559.0,1525.0,2303.0,1306.5,1475.0,3381.0
2022-10-04,4235.0,3276.5,3150.0,4037.0,2814.0,2087.5,3046.0,2524.5,2782.0,2378.0,3223.0,5893.0
2020-06-04,2804.0,3031.5,2450.0,3656.0,2608.0,1862.5,2014.5,2447.5,2290.0,1904.5,2469.0,4780.0
2021-09-07,3375.5,3557.0,3043.0,4351.0,2937.0,2039.5,2497.0,2815.0,3244.0,2368.5,2757.0,5799.0
2022-09-10,2463.0,2950.5,2657.0,3081.5,1635.0,1452.5,2221.0,1744.5,2135.0,1962.0,1611.5,4179.0
2019-02-14,4914.0,5136.5,3440.0,5554.5,3601.0,2362.5,2637.0,3499.5,3112.0,2665.0,3138.0,6526.0
2019-03-18,4706.0,4618.0,3467.0,5293.5,3883.0,2392.0,2497.5,3508.0,3031.0,2642.0,3115.0,6713.0
2020-05-01,430.0,492.5,363.0,430.0,406.0,267.5,412.0,335.0,378.0,337.5,416.5,778.0
2020-12-08,1427.0,1873.0,1101.0,1615.0,1265.0,746.0,1170.5,977.5,973.3712359722136,0.0,863.5,2211.0
2022-04-08,3686.5,3513.0,3799.5,4613.0,3663.0,2313.5,3675.0,3122.0,3448.0,2808.0,2921.5,6236.5
2023-10-26,2692.0,3357.0,3302.0,4087.0,3089.0,2060.0,3327.0,2884.5,3055.5,2430.0,3177.5,5897.5
2023-07-09,2280.0,3068.5,2461.0,2790.5,1355.0,921.5,1644.0,1619.0,1853.5,985.0,1617.5,3586.0
2022-12-04,1991.0,2630.0,2437.0,2834.0,1373.0,1159.0,1766.0,1509.5,1724.0,1102.5,1504.5,3164.0
2021-05-01,2228.0,2659.0,1783.0,2458.0,1898.0,1122.5,1729.0,1410.0,1936.0,1335.5,1457.0,3137.5
2019-03-03,3152.0,3621.0,2382.0,3597.5,2070.0,1300.5,1543.5,1758.0,2046.0,1601.0,1599.0,3714.0
2022-11-17,4412.0,3306.5,3478.0,4186.0,3185.0,2150.0,3368.0,2941.0,2728.0,2185.0,3198.5,5747.0
2023-03-03,4625.0,3797.5,3261.0,4418.0,3214.0,2240.5,3471.0,3258.5,3032.0,2355.5,3292.0,6313.0
2021-08-12,3925.0,4193.5,3154.0,4341.0,2767.0,2012.0,2418.0,2624.5,3070.0,2419.5,2562.5,5777.0
2022-06-29,1928.0,2277.5,2274.0,2543.0,1529.0,1196.0,1908.5,1601.0,1968.0,1220.0,1558.0,3640.0
2019-04-22,4350.0,4848.0,3307.0,5542.5,3277.0,2348.0,2449.0,3266.0,2846.0,2349.0,2999.5,6227.0
2019-03-29,4785.0,5283.5,3614.0,5948.5,3781.0,2522.5,2669.0,3674.5,3288.0,2686.0,3299.5,6765.0
2022-05-27,4203.0,3746.5,3559.0,4247.0,3499.0,2259.0,3536.0,3011.5,3305.0,2781.0,3113.0,5664.0
2022-01-08,2316.0,2711.5,2447.0,3053.0,2054.0,1466.5,1912.0,2066.5,2174.0,1985.5,1572.5,3924.5
2021-03-08,2232.0,2089.0,1847.0,2595.0,2158.0,1229.5,1550.5,1860.0,1803.0,1468.5,1761.0,3326.0
2019-01-05,3877.0,4588.5,3208.0,4824.0,3351.0,1934.0,2221.5,2632.5,2529.0,2384.5,1732.0,5386.0
2023-06-21,3961.0,3516.5,3549.0,3979.0,2723.0,1894.0,3245.0,2809.0,2920.5,2231.0,3041.5,5878.0
2023-01-19,3949.0,3119.5,3257.0,4138.0,3142.0,2335.0,3396.0,2825.5,3025.0,2308.5,3424.0,6069.0
2022-01-05,2750.0,3157.0,3078.0,4382.0,3125.0,2237.5,2578.0,3235.5,3058.0,2665.0,2564.0,6014.5
2021-09-05,2528.5,2829.0,2303.0,2745.0,1633.0,1095.0,1622.0,1559.0,2056.0,1058.0,1504.0,3391.0
2019-01-09,4414.0,4634.0,3208.0,5224.0,3876.0,2371.5,2665.0,3506.0,3012.0,2774.0,3099.5,6344.0
2020-09-25,3548.0,3593.5,3270.0,4576.5,3779.0,2411.0,2464.0,3134.5,2895.0,2403.0,2951.5,6258.0
2020-04-25,754.5,627.0,535.0,827.5,719.0,404.0,542.0,578.0,567.5,567.5,543.0,1067.0
2023-01-16,3926.0,2989.5,3135.0,4203.0,3252.0,2236.0,3374.0,3129.5,2933.0,2329.5,3250.5,6003.0
2019-01-30,4559.0,4776.0,3358.0,5269.5,3948.0,2346.5,2562.5,3362.5,2937.0,2597.0,3050.0,6102.0
2023-09-24,2483.0,2497.5,2297.0,2609.5,1562.0,1095.0,2055.0,1493.0,1941.0,1252.0,1483.5,3357.5
