date,SO2_OesteAvdaArgentina,SO2_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO2_EsteAvdaCastilla,CO_OesteAvdaArgentina,CO_EsteAvdaCastilla,PM10_OesteAvdaArgentina,PM10_EsteAvdaCastilla,O3_OesteAvdaArgentina,O3_EsteAvdaCastilla,SO2_GijonGlobal,NO_GijonGlobal,NO2_GijonGlobal,CO_GijonGlobal,PM10_GijonGlobal,O3_GijonGlobal
2019-05-29,17.0,13.0,33.0,30.0,33.0,44.0,1.7,0.6,40.0,33.0,55.0,61.0,69.0,63.0,44.0,1.7,43.0,69.0
2020-08-06,3.0,4.0,32.0,18.0,32.0,39.0,0.29,0.37,35.0,53.0,100.0,111.0,4.0,45.0,39.0,0.75,55.0,124.0
2020-06-16,4.0,8.0,28.0,10.0,28.0,35.0,0.46,0.48,42.0,24.0,63.0,67.0,13.0,14.0,35.0,0.9,42.0,83.0
2022-03-22,6.0,4.0,62.0,94.0,62.0,55.0,0.63,0.69,187.0,92.0,55.0,79.0,6.0,101.0,76.0,0.69,187.0,100.0
2022-12-30,16.0,8.0,89.0,204.0,89.0,77.0,1.28,1.33,82.0,139.0,72.0,61.0,16.0,330.0,89.0,1.33,139.0,76.0
2020-03-09,21.0,23.0,61.0,57.0,61.0,76.0,0.84,1.06,66.0,95.0,57.0,65.0,24.0,57.0,76.0,1.06,95.0,87.0
2019-09-21,3.0,3.0,28.0,9.0,28.0,33.0,4.35,0.79,49.0,44.0,84.0,62.0,12.0,35.0,51.0,4.35,49.0,84.0
2020-10-27,8.0,8.0,57.0,59.0,57.0,59.0,0.78,0.39,47.0,58.0,60.0,55.0,8.0,76.0,59.0,0.78,58.0,65.0
2023-11-05,28.0,6.0,34.0,2.0,34.0,19.0,1.21,0.47,46.0,19.0,59.0,78.0,28.0,10.0,34.0,1.28,46.0,89.0
2020-06-10,5.0,2.0,29.0,10.0,29.0,32.0,1.25,0.33,40.0,27.0,66.0,69.0,5.0,16.0,36.0,1.25,42.0,82.0
2021-10-09,3.0,4.0,31.0,16.0,31.0,31.0,0.6,0.39,236.0,23.0,67.0,77.0,7.0,19.0,47.0,0.6,236.0,82.0
2021-05-13,8.0,6.0,51.0,32.0,51.0,36.0,0.77,0.33,51.0,37.0,56.0,75.0,8.0,57.0,52.0,0.77,51.0,78.0
2020-11-09,17.0,12.0,52.0,66.0,52.0,49.0,0.2,0.47,142.0,64.0,35.0,41.0,17.0,145.0,58.0,0.97,142.0,42.0
2020-10-18,9.0,9.0,38.0,28.0,38.0,42.0,4.54,0.6,50.0,37.0,62.0,62.0,9.0,73.0,66.0,4.54,61.0,62.0
2022-05-30,3.0,3.0,41.0,8.0,41.0,19.0,0.17,0.55,58.0,47.0,47.0,89.0,14.0,10.0,64.0,0.55,58.0,98.0
2020-01-14,19.0,6.0,66.0,161.0,66.0,48.0,1.09,1.2,132.0,136.0,63.0,68.0,19.0,351.0,93.0,1.2,191.0,88.0
2020-06-04,3.0,3.0,32.0,7.0,32.0,31.0,1.38,0.72,59.0,58.0,87.0,99.0,5.0,15.0,45.0,2.01,59.0,112.0
2022-10-17,4.0,4.0,51.0,23.0,51.0,17.0,0.33,0.49,48.0,43.0,61.0,42.0,4.0,46.0,53.0,0.68,57.0,61.0
2021-10-04,11.0,4.0,44.0,24.0,44.0,48.0,0.17,0.39,60.0,64.0,51.0,60.0,17.0,37.0,48.0,0.43,64.0,66.0
2020-06-12,8.0,2.0,26.0,9.0,26.0,31.0,2.06,0.94,50.0,51.0,67.0,64.0,18.0,16.0,34.0,2.06,51.0,84.0
2022-03-10,14.0,4.0,63.0,65.0,63.0,58.0,1.56,0.75,190.0,55.0,55.0,83.0,14.0,236.0,83.0,1.56,190.0,97.0
2019-08-27,3.0,2.0,41.0,8.0,41.0,34.0,0.34,0.33,32.0,20.0,77.0,69.0,4.0,31.0,51.0,0.48,35.0,77.0
2020-01-31,13.0,4.0,50.0,121.0,50.0,36.0,2.65,0.82,87.0,113.0,20.0,19.0,13.0,207.0,72.0,2.65,113.0,38.0
2021-07-15,3.0,8.0,22.0,8.0,22.0,25.0,0.12,0.75,68.0,19.0,53.0,55.0,8.0,43.0,35.0,0.75,68.0,57.0
2021-12-28,36.0,10.0,32.0,16.0,32.0,65.0,0.58,0.71,87.0,61.0,66.0,74.0,36.0,23.0,67.0,0.71,87.0,89.0
2021-08-10,5.0,6.0,30.0,21.0,30.0,29.0,0.53,0.96,101.0,41.0,54.0,73.0,18.0,39.0,37.0,2.51,101.0,80.0
2020-11-18,28.0,10.0,59.0,135.0,59.0,75.0,1.2,0.64,208.0,95.0,37.0,46.0,28.0,212.0,75.0,1.2,208.0,51.0
2019-08-21,3.0,2.0,40.0,20.0,40.0,38.0,1.05,0.31,30.0,28.0,75.0,74.0,5.0,70.0,59.0,1.05,30.0,84.0
2021-08-04,5.0,7.0,17.0,10.0,17.0,25.0,0.13,0.67,39.0,20.0,49.0,49.0,9.0,17.0,35.0,1.92,44.0,52.0
2021-11-03,5.0,6.0,37.0,10.0,37.0,49.0,2.07,1.3,29.0,18.0,55.0,65.0,6.0,19.0,54.0,2.07,29.0,75.0
2019-10-26,11.0,4.0,55.0,67.0,55.0,47.0,3.03,0.82,59.0,40.0,32.0,31.0,22.0,148.0,76.0,3.03,59.0,49.0
2022-10-03,3.0,1.0,29.0,7.0,29.0,10.0,1.46,0.51,139.0,79.0,83.0,69.5,5.0,127.0,39.0,1.46,139.0,83.0
2023-03-28,18.0,10.0,41.0,66.0,41.0,50.0,2.4,0.47,75.0,81.0,97.0,90.0,18.0,84.0,67.0,2.4,81.0,103.0
2021-09-14,3.0,8.0,29.0,58.0,29.0,32.0,0.28,0.64,70.0,36.0,54.0,59.0,9.0,75.0,49.0,0.64,70.0,67.0
2022-12-22,15.0,4.0,64.0,115.0,64.0,62.0,1.09,0.64,128.0,234.0,34.0,20.0,15.0,151.0,69.0,1.09,234.0,37.0
2019-11-20,12.0,4.0,47.0,131.0,47.0,43.0,1.84,0.95,72.0,68.0,17.0,13.0,12.0,194.0,68.0,1.84,86.0,37.0
2023-01-30,22.0,4.0,63.0,62.0,63.0,46.0,6.88,0.59,69.0,40.0,39.0,73.0,22.0,62.0,74.0,6.88,69.0,73.0
2021-11-20,24.0,7.0,60.0,91.0,60.0,64.0,4.25,0.93,115.0,68.0,36.0,45.0,26.0,164.0,75.0,4.25,115.0,48.0
2022-10-11,3.0,5.0,52.0,31.0,52.0,17.0,0.13,0.44,94.0,49.0,75.0,55.0,5.0,97.0,52.0,0.44,94.0,75.0
2021-11-10,8.0,6.0,64.0,127.0,64.0,46.0,0.95,1.29,83.0,32.0,63.0,70.0,10.0,199.0,79.0,1.29,83.0,73.0
2021-11-07,11.0,5.0,49.0,9.0,49.0,46.0,0.72,0.61,44.0,27.0,54.0,58.0,11.0,31.0,67.0,0.72,51.0,67.0
2021-03-09,7.0,4.0,50.0,18.0,50.0,51.0,0.22,0.81,63.0,54.0,73.0,87.0,8.0,41.0,67.0,0.81,63.0,91.0
2022-10-23,8.0,2.0,39.0,4.0,39.0,23.0,1.52,0.54,75.0,18.0,81.0,69.0,8.0,8.0,43.0,1.52,75.0,81.0
2023-07-15,4.0,9.0,18.0,5.0,18.0,15.0,0.37,0.51,37.0,61.0,81.0,83.0,18.0,11.0,28.0,1.25,61.0,83.0
2021-01-18,8.0,7.0,48.0,65.0,48.0,51.0,0.78,0.75,76.0,35.0,51.0,65.0,8.0,132.0,67.0,1.18,94.0,68.0
2022-01-09,40.0,7.0,36.0,7.0,36.0,34.0,2.4,0.72,80.0,76.0,55.0,69.0,40.0,7.0,36.0,2.4,80.0,85.0
2023-03-17,5.0,16.0,36.0,23.0,36.0,40.0,0.35,0.64,60.0,73.0,84.0,75.0,16.0,33.0,62.0,1.71,289.0,84.0
2023-07-02,3.0,6.0,10.0,5.0,10.0,24.0,0.51,0.42,26.0,55.0,54.0,51.0,6.0,7.0,24.0,0.62,55.0,55.0
2022-04-28,17.0,4.0,35.0,24.0,35.0,46.0,0.52,0.55,59.0,33.0,63.0,96.0,17.0,24.0,46.0,0.55,59.0,108.0
2023-04-19,4.0,4.0,41.0,13.0,41.0,35.0,1.73,0.43,77.0,39.0,98.0,101.0,6.0,125.0,58.0,1.73,77.0,105.0
2019-01-06,13.0,8.0,71.0,80.0,71.0,53.0,1.0,0.76,65.0,40.0,68.0,61.0,19.0,98.0,71.0,1.27,65.0,75.0
2020-12-18,15.0,10.0,51.0,151.0,51.0,56.0,2.43,0.77,63.0,46.0,54.0,56.0,15.0,151.0,64.0,2.43,63.0,64.0
2019-03-01,10.0,5.0,64.0,33.0,64.0,50.0,2.16,0.6,62.0,53.0,73.0,75.0,25.0,49.0,75.0,2.16,62.0,84.0
2020-08-26,2.0,1.0,21.0,10.0,21.0,16.0,0.16,0.28,31.0,31.0,45.0,50.0,2.0,18.0,22.0,0.43,33.0,58.0
2021-04-03,4.0,4.0,26.0,3.0,26.0,13.0,0.19,0.29,77.0,46.0,71.0,84.0,7.0,9.0,29.0,0.42,77.0,87.0
2019-02-05,59.0,22.0,82.0,105.0,82.0,57.0,5.31,1.22,86.0,30.0,50.0,65.0,59.0,151.0,96.0,5.31,86.0,65.0
2022-03-08,21.0,2.0,50.0,20.0,50.0,57.0,1.17,0.57,89.0,32.0,53.0,81.0,21.0,20.0,64.0,1.17,89.0,88.0
2020-06-18,3.0,1.0,24.0,16.0,24.0,31.0,0.9,0.33,26.0,28.0,56.0,61.0,9.0,16.0,32.0,0.9,28.0,78.0
2020-04-14,4.0,4.0,35.0,6.0,35.0,21.0,0.99,0.3,44.0,39.0,74.0,85.0,9.0,16.0,35.0,0.99,55.0,103.0
2021-06-21,11.0,3.0,28.0,27.0,28.0,36.0,1.35,1.09,72.0,30.0,63.0,67.0,11.0,51.0,40.0,1.58,72.0,68.0
2021-04-10,7.0,4.0,33.0,15.0,33.0,24.0,4.48,0.81,67.0,34.0,71.0,97.0,16.0,16.0,45.0,4.48,67.0,97.0
2019-12-12,4.0,3.0,30.0,12.0,30.0,37.0,2.31,0.55,21.0,13.0,65.0,60.0,4.0,12.0,40.0,2.31,21.0,81.0
2021-08-19,3.0,4.0,16.0,6.0,16.0,16.0,0.11,0.46,24.0,11.0,79.0,79.0,4.0,12.0,26.0,0.46,24.0,82.0
2022-09-23,12.0,5.0,36.0,31.0,36.0,42.0,1.29,1.3,95.0,67.0,90.0,80.0,13.0,35.0,42.0,1.3,95.0,90.0
2021-03-11,19.0,7.0,33.0,111.0,33.0,33.0,1.81,0.65,83.0,71.0,56.0,65.0,19.0,111.0,42.0,1.81,83.0,80.0
2019-07-26,4.0,7.0,30.0,12.0,30.0,26.0,0.84,0.64,38.0,38.0,46.0,50.0,32.0,38.0,40.0,1.31,49.0,54.0
2019-03-15,8.0,10.0,63.0,51.0,63.0,49.0,0.16,0.57,39.0,58.0,82.0,83.0,23.0,75.0,70.0,0.62,58.0,98.0
2020-08-31,2.0,3.0,31.0,33.0,31.0,31.0,1.04,0.27,127.0,18.0,67.0,72.0,5.0,43.0,52.0,1.04,127.0,83.0
2021-05-08,11.0,2.0,38.0,10.0,38.0,28.0,0.72,0.49,54.0,37.0,66.0,83.0,23.0,21.0,38.0,0.82,65.0,86.0
2023-01-02,7.0,5.0,63.0,33.0,63.0,44.0,0.44,0.33,50.0,37.0,73.0,73.0,11.0,56.0,68.0,0.66,50.0,75.0
2023-11-19,20.0,5.0,32.0,19.0,32.0,21.0,4.96,0.64,40.0,48.0,40.0,44.0,20.0,25.0,34.0,4.96,51.0,73.0
2023-03-30,11.0,8.0,64.0,94.0,64.0,63.0,1.64,0.68,236.0,87.0,88.0,83.0,11.0,94.0,71.0,1.64,236.0,96.0
2022-06-20,15.0,4.0,47.0,10.0,47.0,27.0,0.82,0.67,72.0,52.0,36.0,71.0,15.0,44.0,49.0,0.82,72.0,75.0
2019-03-13,15.0,9.0,47.0,19.0,47.0,54.0,0.22,0.72,58.0,43.0,73.0,70.0,24.0,22.0,56.0,1.04,58.0,82.0
2023-02-01,13.0,3.0,56.0,24.0,56.0,46.0,0.66,0.43,65.0,27.0,40.0,78.0,13.0,38.0,56.0,0.97,83.0,79.0
2019-02-22,19.0,8.0,71.0,217.0,71.0,87.0,5.47,1.05,102.0,135.0,53.0,51.0,19.0,250.0,93.0,5.47,135.0,65.0
2021-06-03,3.0,3.0,35.0,10.0,35.0,40.0,0.63,0.39,60.0,36.0,77.0,79.0,6.0,18.0,52.0,1.05,60.0,85.0
2023-04-02,4.0,5.0,12.0,5.0,12.0,16.0,0.41,0.38,39.0,45.0,102.0,98.0,5.0,10.0,16.0,0.41,45.0,103.0
2020-05-18,15.0,2.0,38.0,25.0,38.0,36.0,1.93,0.54,61.0,34.0,78.0,90.0,15.0,56.0,40.0,1.93,61.0,107.0
2020-07-21,5.0,4.0,15.0,8.0,15.0,18.0,0.16,0.28,70.0,42.0,70.0,75.0,5.0,12.0,18.0,0.36,70.0,97.0
2021-12-12,37.0,10.0,41.0,71.0,41.0,31.0,5.05,2.01,148.0,122.0,50.0,41.0,37.0,111.0,61.0,5.05,148.0,50.0
2023-01-14,45.0,3.0,52.0,88.0,52.0,57.0,5.29,1.09,93.0,92.0,72.0,81.0,45.0,88.0,65.0,5.29,93.0,81.0
2022-07-11,2.0,1.0,32.0,12.0,32.0,30.0,0.37,1.01,171.0,55.0,60.0,95.0,5.0,51.0,41.0,1.7,171.0,95.0
2019-01-22,18.0,6.0,57.0,25.0,57.0,60.0,3.19,0.68,42.0,31.0,80.0,42.0,18.0,25.0,61.0,3.19,42.0,84.0
2021-06-27,15.0,7.0,31.0,4.0,31.0,24.0,0.82,0.79,70.0,54.0,70.0,65.0,29.0,8.0,32.0,0.82,70.0,71.0
2023-10-13,56.0,5.0,71.0,19.0,71.0,46.0,1.11,0.56,169.0,83.0,58.0,60.0,56.0,91.0,77.0,1.34,169.0,60.0
2022-01-26,25.0,22.0,68.0,163.0,68.0,51.0,1.15,0.69,84.0,48.0,52.0,65.0,25.0,163.0,72.0,1.15,121.0,76.0
2020-12-21,5.0,13.0,48.0,213.0,48.0,53.0,4.67,1.0,112.0,99.0,32.0,40.0,13.0,213.0,71.0,4.67,112.0,48.0
2022-12-25,4.0,3.0,52.0,11.0,52.0,34.0,0.28,0.3,51.0,50.0,57.0,53.0,11.0,34.0,53.0,0.67,51.0,57.0
2021-04-05,6.0,8.0,42.0,33.0,42.0,44.0,0.55,0.57,57.0,40.0,83.0,99.0,12.0,50.0,58.0,0.57,57.0,104.0
2022-10-28,10.0,4.0,40.0,10.0,40.0,26.0,0.7,0.49,65.0,56.0,74.0,67.0,11.0,16.0,46.0,0.87,65.0,74.0
2019-02-01,33.0,11.0,62.0,16.0,62.0,59.0,3.32,0.67,41.0,63.0,94.0,77.0,33.0,31.0,89.0,3.32,63.0,100.0
2023-03-23,8.0,16.0,74.0,51.0,74.0,56.0,1.18,0.97,112.0,364.0,76.0,54.0,16.0,137.0,80.0,1.3,364.0,76.0
2022-07-02,10.0,3.0,23.0,8.0,23.0,17.0,1.39,0.76,61.0,34.0,40.0,64.0,10.0,16.0,24.0,1.39,61.0,70.0
2019-03-07,12.0,7.0,69.0,43.0,69.0,63.0,3.35,0.57,43.0,38.0,72.0,52.0,12.0,67.0,82.0,3.35,49.0,86.0
2022-09-02,5.0,3.0,26.0,17.0,26.0,24.0,0.62,0.73,54.0,32.0,78.0,62.0,26.0,29.0,39.0,1.43,54.0,78.0
2020-12-25,4.0,3.0,21.0,10.0,21.0,40.0,0.39,0.45,38.0,35.0,63.0,73.0,4.0,28.0,57.0,0.6,41.0,78.0
2021-04-21,4.0,7.0,69.0,4.0,69.0,25.0,0.22,0.19,54.0,42.0,73.0,95.0,8.0,24.0,69.0,0.44,55.0,96.0
2022-08-30,2.0,2.0,42.0,8.0,42.0,23.0,0.13,0.38,49.0,29.0,85.0,70.0,4.0,45.0,52.0,0.75,49.0,85.0
2020-04-30,16.0,4.0,35.0,15.0,35.0,35.0,1.27,0.4,50.0,63.0,58.0,69.0,16.0,15.0,35.0,1.27,63.0,87.0
2023-06-10,3.0,5.0,25.0,4.0,25.0,11.0,0.54,0.38,25.0,15.0,90.0,85.0,7.0,9.0,25.0,0.55,27.0,90.0
2023-04-29,3.0,5.0,19.0,7.0,19.0,17.0,0.93,0.35,51.0,21.0,63.0,52.0,11.0,23.0,20.0,0.93,52.0,63.0
2020-05-05,15.0,1.0,38.0,13.0,38.0,34.0,1.9,1.03,77.0,58.0,78.0,84.0,15.0,62.0,44.0,1.9,77.0,99.0
2020-05-30,3.0,1.0,22.0,7.0,22.0,18.0,0.5,0.5,57.0,46.0,84.0,93.0,3.0,11.0,26.0,0.57,57.0,104.0
2019-03-27,9.0,4.0,59.0,7.0,59.0,30.0,0.32,0.39,48.0,31.0,88.0,101.0,9.0,105.0,75.0,0.4,53.0,110.0
2021-02-26,2.0,3.0,20.0,2.0,20.0,9.0,0.14,0.28,64.0,45.0,60.0,80.0,4.0,9.0,29.0,0.39,64.0,87.0
2022-10-29,19.0,3.0,47.0,10.0,47.0,35.0,2.25,0.96,240.0,57.0,78.0,65.0,19.0,52.0,53.0,2.25,240.0,78.0
2020-11-06,10.0,10.0,66.0,146.0,66.0,70.0,1.41,0.73,203.0,159.0,49.0,53.0,14.0,212.0,74.0,1.41,203.0,56.0
2020-03-22,3.0,1.0,12.0,3.0,12.0,15.0,0.26,0.34,57.0,67.0,72.0,81.0,4.0,3.0,15.0,0.51,67.0,106.0
2023-12-05,6.0,11.0,76.0,92.0,76.0,48.0,0.53,0.72,58.0,39.0,49.0,55.0,11.0,141.0,76.0,1.16,79.0,91.0
2019-05-30,8.0,2.0,29.0,30.0,29.0,28.0,0.92,1.17,68.0,28.0,61.0,63.0,9.0,92.0,41.0,1.17,68.0,65.0
2021-10-26,15.0,6.0,48.0,103.0,48.0,36.0,2.39,0.89,86.0,46.0,59.0,70.0,15.0,103.0,50.0,2.39,86.0,70.0
2021-09-06,6.0,5.0,48.0,32.0,48.0,83.0,0.95,1.32,135.0,89.0,81.0,84.0,7.0,71.0,83.0,1.41,135.0,84.0
2021-07-20,4.0,8.0,28.0,6.0,28.0,33.0,0.33,1.65,96.0,97.0,76.0,83.0,30.0,16.0,50.0,1.65,107.0,85.0
2020-11-26,9.0,5.0,54.0,51.0,54.0,48.0,0.59,0.38,88.0,153.0,29.0,32.0,10.0,185.0,69.0,1.17,153.0,44.0
2022-01-06,6.0,17.0,46.0,25.0,46.0,51.0,0.51,0.62,53.0,34.0,57.0,53.0,17.0,32.0,52.0,0.88,53.0,66.0
2021-10-03,8.0,17.0,23.0,3.0,23.0,23.0,0.23,0.54,90.0,32.0,47.5,71.0,22.0,16.0,42.0,0.61,90.0,78.0
2019-01-04,12.0,9.0,65.0,95.0,65.0,53.0,0.96,0.67,57.0,49.0,62.0,56.0,13.0,171.0,76.0,1.01,57.0,65.0
2020-03-20,10.0,13.0,28.0,13.0,28.0,28.0,1.13,1.1,65.0,64.0,49.0,48.0,13.0,22.0,40.0,1.13,82.0,66.0
2022-01-29,8.0,2.0,35.0,11.0,35.0,28.0,0.46,0.45,49.0,32.0,58.0,63.0,8.0,30.0,40.0,0.6,59.0,77.0
2019-06-10,6.0,17.0,24.0,34.0,24.0,35.0,0.54,0.93,25.0,36.0,66.0,76.0,17.0,42.0,40.0,1.11,36.0,81.0
2021-05-02,15.0,2.0,32.0,5.0,32.0,17.0,3.09,0.17,51.0,18.0,83.0,100.0,15.0,21.0,32.0,3.09,51.0,104.0
2019-10-10,14.0,2.0,35.0,110.0,35.0,40.0,3.82,2.07,70.0,65.0,68.0,68.0,14.0,110.0,42.0,3.82,70.0,71.0
2020-01-06,9.0,6.0,51.0,51.0,51.0,37.0,2.54,0.9,53.0,53.0,42.0,24.25,9.0,141.0,67.0,2.54,74.0,65.0
2019-09-01,3.0,5.0,16.0,5.0,16.0,14.0,1.02,0.27,36.0,23.0,75.0,62.0,12.0,9.0,24.0,1.31,54.0,75.0
2021-07-28,3.0,5.0,31.0,6.0,31.0,26.0,0.15,0.66,68.0,29.0,76.0,74.0,5.0,25.0,41.0,0.66,68.0,83.0
2022-07-01,8.0,3.0,32.0,16.0,32.0,26.0,0.21,0.59,48.0,31.0,51.0,76.0,8.0,42.0,33.0,0.59,48.0,84.0
2022-12-14,7.0,5.0,59.0,146.0,59.0,52.0,1.23,0.69,90.0,55.0,30.0,21.0,9.0,204.0,78.0,1.23,90.0,30.0
2019-08-26,3.0,1.0,40.0,6.0,40.0,33.0,0.38,0.33,30.0,30.0,90.0,86.0,4.0,18.0,46.0,0.4,37.0,90.0
2023-06-01,5.0,4.0,33.0,3.0,33.0,14.0,0.35,0.36,47.0,52.0,109.0,124.0,5.0,5.0,33.0,0.59,52.0,136.0
2022-01-08,33.0,11.0,24.0,10.0,24.0,28.0,1.63,0.49,45.0,18.0,63.0,68.0,33.0,10.0,28.0,1.63,45.0,84.0
2019-11-03,57.0,14.0,31.0,6.0,31.0,21.0,1.93,0.81,54.0,57.0,75.0,69.0,57.0,7.0,31.0,1.93,67.0,87.0
2022-10-14,5.0,5.0,35.0,31.0,35.0,25.0,0.65,0.88,51.0,45.0,52.0,41.0,6.0,42.0,39.0,0.88,51.0,52.0
2019-06-01,63.0,12.0,44.0,16.0,44.0,38.0,9.71,0.74,87.0,46.0,94.0,112.0,63.0,42.0,60.0,9.71,87.0,116.0
2020-10-01,12.0,1.0,35.0,15.0,35.0,44.0,2.12,0.56,57.0,17.0,54.0,61.0,12.0,18.0,45.0,2.12,57.0,76.0
2023-06-19,6.0,7.0,42.0,18.0,42.0,26.0,1.84,0.94,78.0,28.0,65.0,64.0,7.0,39.0,42.0,1.84,78.0,65.0
2021-03-20,7.0,14.0,44.0,2.0,44.0,26.0,0.27,0.4,42.0,30.0,79.0,90.0,14.0,7.0,44.0,0.59,42.0,93.0
2019-04-05,8.0,9.0,60.0,40.0,60.0,52.0,2.99,0.93,43.0,25.0,77.0,78.0,17.0,86.0,68.0,2.99,43.0,92.0
2023-05-08,19.0,5.0,38.0,29.0,38.0,26.0,1.39,0.75,80.0,42.0,80.0,72.0,19.0,48.0,38.0,1.39,80.0,84.0
2023-02-04,22.0,1.0,33.0,31.0,33.0,28.0,3.06,0.43,60.0,31.0,20.0,79.0,22.0,46.0,42.0,3.06,60.0,81.0
2019-05-20,8.0,14.0,39.0,42.0,39.0,46.0,4.7,0.63,64.0,31.0,81.0,85.0,14.0,52.0,51.0,4.7,64.0,101.0
2020-12-22,9.0,10.0,82.0,141.0,82.0,46.0,1.44,1.12,114.0,114.0,14.0,5.0,12.0,276.0,82.0,1.44,114.0,46.0
2022-12-18,10.0,5.0,64.0,106.0,64.0,65.0,1.96,0.98,45.0,38.0,73.0,62.0,10.0,114.0,70.0,1.96,45.0,73.0
2023-06-12,4.0,4.0,26.0,15.0,26.0,27.0,0.32,0.79,59.0,51.0,84.0,81.0,7.0,23.0,27.0,0.79,59.0,84.0
2020-04-27,7.0,3.0,31.0,12.0,31.0,30.0,0.5,0.51,31.0,38.0,81.0,85.0,7.0,19.0,38.0,0.68,38.0,106.0
2021-07-02,4.0,6.0,36.0,18.0,36.0,36.0,1.45,0.86,64.0,31.0,49.0,48.0,6.0,72.0,55.0,1.45,91.0,58.0
2021-04-29,7.0,5.0,53.0,12.0,53.0,49.0,0.57,0.34,66.0,40.0,75.0,93.0,8.0,29.0,62.0,0.71,66.0,93.0
2023-10-20,16.0,6.0,27.0,5.0,27.0,28.0,1.58,0.57,52.0,26.0,68.0,81.0,16.0,12.0,29.0,1.58,52.0,81.0
2020-05-06,10.0,2.0,32.0,16.0,32.0,31.0,1.59,0.6,56.0,28.0,69.0,77.0,10.0,19.0,35.0,1.59,56.0,93.0
2023-03-01,6.0,18.0,30.0,18.0,30.0,45.0,0.27,0.9,34.0,24.0,81.0,76.0,18.0,18.0,47.0,0.9,53.0,85.0
2022-04-21,19.0,4.0,50.0,20.0,50.0,54.0,1.23,0.41,78.0,27.0,66.0,96.0,19.0,21.0,55.0,1.23,78.0,114.0
2020-10-17,16.0,10.0,33.0,21.0,33.0,41.0,6.09,0.29,63.0,29.0,60.0,61.0,16.0,56.0,67.0,6.09,63.0,64.0
2023-09-09,2.0,3.0,18.0,4.0,18.0,15.0,0.2,1.41,36.0,29.0,113.0,105.0,9.0,18.0,23.0,1.41,42.0,113.0
2021-06-25,5.0,3.0,34.0,18.0,34.0,38.0,0.29,0.53,86.0,23.0,71.0,75.0,5.0,61.0,55.0,0.53,86.0,78.0
2022-04-12,11.0,2.0,54.0,44.0,54.0,47.0,0.54,1.45,118.0,53.0,45.0,79.0,15.0,118.0,56.0,1.45,118.0,86.0
2019-02-10,29.0,11.0,58.0,11.0,58.0,53.0,6.11,1.07,53.0,100.0,87.0,73.0,29.0,45.0,74.0,6.11,100.0,100.0
2021-08-06,7.0,7.0,34.0,10.0,34.0,31.0,0.21,0.79,57.0,49.0,69.0,61.0,18.0,53.0,51.0,0.98,57.0,69.0
2021-10-01,9.0,8.0,34.0,22.0,34.0,30.0,1.02,0.54,135.0,40.0,48.0,54.0,10.0,69.0,43.0,1.02,135.0,56.0
2022-05-17,10.0,4.0,45.0,57.0,45.0,39.0,4.03,0.04,88.0,120.0,35.0,85.0,11.0,57.0,47.0,4.03,120.0,91.0
2020-11-19,3.0,6.0,21.0,8.0,21.0,22.0,0.41,0.07,34.0,30.0,64.0,76.0,6.0,17.0,43.0,0.41,37.0,81.0
2021-06-04,4.0,3.0,38.0,24.0,38.0,37.0,0.2,0.4,54.0,35.0,71.0,72.0,6.0,38.0,44.0,0.46,54.0,74.0
2023-12-19,14.0,7.0,59.0,33.0,59.0,58.0,0.55,0.54,73.0,48.0,42.0,43.0,14.0,70.0,77.0,0.63,73.0,77.0
2022-05-05,9.0,6.0,45.0,25.0,45.0,48.0,0.91,0.37,88.0,27.0,63.0,93.0,9.0,81.0,50.0,0.91,88.0,111.0
2023-07-18,8.0,5.0,14.0,7.0,14.0,37.0,0.37,0.54,43.0,40.0,65.0,64.0,8.0,10.0,37.0,0.95,49.0,66.0
2022-09-20,5.0,6.0,39.0,36.0,39.0,44.0,0.75,0.47,77.0,28.0,88.0,82.0,6.0,115.0,64.0,0.75,77.0,88.0
2019-05-07,7.0,4.0,53.0,22.0,53.0,60.0,3.55,0.55,60.0,37.0,79.0,68.0,8.0,37.0,64.0,3.55,60.0,85.0
2020-12-09,7.0,9.0,52.0,53.0,52.0,70.0,1.11,0.75,34.0,25.0,58.0,60.0,9.0,54.0,77.0,1.11,34.0,70.0
2023-10-06,3.0,5.0,29.0,13.0,29.0,29.0,0.31,0.47,78.0,59.0,74.0,88.0,5.0,19.0,47.0,0.85,79.0,88.0
2022-03-23,7.0,6.0,62.0,27.0,62.0,54.0,0.63,0.46,81.0,33.0,60.0,85.0,7.0,33.0,62.0,0.63,81.0,102.0
2019-02-12,23.0,11.0,53.0,118.0,53.0,51.0,2.62,0.69,56.0,37.0,75.0,70.0,23.0,120.0,68.0,2.62,56.0,81.0
2022-10-04,6.0,2.0,37.0,79.0,37.0,26.0,1.28,0.77,118.0,49.0,83.0,74.0,11.0,111.0,40.0,1.28,118.0,83.0
2019-06-19,10.0,9.0,42.0,30.0,42.0,40.0,0.81,0.73,53.0,45.0,56.0,65.0,13.0,67.0,51.0,0.83,53.0,69.0
2021-01-14,14.0,10.0,52.0,60.0,52.0,66.0,4.28,0.73,50.0,56.0,29.0,23.0,14.0,60.0,66.0,4.28,56.0,53.0
